"","caseid","V012","V106","V107","V130","V131","V190","V201","V212","V217","V218","V221","V244","V301","V302A","V312","V364","V384A","V384B","V384C","V384D"
"882","1882",39,2,3,1,13,4,2,28,2,2,19,1,3,NA,9,2,0,1,1,0
"883","1883",49,2,5,1,1,5,2,25,3,2,17,1,3,1,0,4,1,1,0,0
"884","1884",24,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"885","1885",22,3,2,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"886","1886",15,2,2,1,1,5,0,NA,8,0,NA,1,3,0,0,4,0,1,0,1
"887","1887",45,3,3,1,1,5,1,28,2,1,17,1,3,1,0,4,0,1,0,0
"888","1888",18,3,1,1,1,3,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"889","1889",25,3,6,2,3,5,0,NA,3,0,NA,1,3,0,0,3,1,1,1,1
"890","1890",25,3,3,1,1,3,0,NA,2,0,NA,0,3,0,0,3,1,1,0,1
"891","1891",23,3,1,1,1,3,1,20,4,1,NA,1,3,NA,9,2,1,1,1,1
"892","1892",34,2,5,1,13,3,2,26,3,2,117,1,3,1,0,4,0,0,0,0
"893","1893",46,2,5,1,1,4,4,19,2,4,4,1,3,NA,6,1,1,1,0,0
"894","1894",18,1,7,1,1,4,0,NA,5,0,NA,8,3,0,0,4,0,0,0,0
"895","1895",17,2,4,1,1,4,0,NA,2,0,NA,0,3,0,0,3,1,1,0,0
"896","1896",21,3,3,2,1,4,0,NA,2,0,NA,1,3,0,0,4,0,1,1,0
"897","1897",18,2,5,1,1,4,0,NA,2,0,NA,1,3,0,0,4,1,1,0,0
"898","1898",44,2,4,1,1,5,0,NA,3,0,NA,8,3,0,0,4,0,1,1,0
"899","1899",34,3,3,1,1,5,0,NA,3,0,NA,1,3,0,0,4,0,0,1,1
"900","1900",38,3,3,1,1,4,1,30,3,1,36,0,3,0,0,4,1,1,0,0
"901","1901",25,2,5,1,96,4,1,17,8,1,46,1,3,0,0,4,1,1,1,0
"902","1902",49,3,3,2,1,5,3,29,2,3,65,1,3,0,0,4,0,1,1,0
"903","1903",27,3,3,1,1,5,0,NA,2,0,NA,8,3,0,0,4,0,1,1,0
"904","1904",45,3,3,1,1,5,2,23,2,2,19,1,3,1,0,4,1,1,1,0
"905","1905",22,3,2,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"906","1906",37,1,7,1,13,5,7,16,2,7,2,1,3,NA,1,1,0,0,0,0
"907","1907",46,3,3,1,96,5,3,20,3,3,996,1,3,1,0,4,1,1,1,0
"908","1908",25,3,4,1,96,5,1,24,4,1,NA,1,3,0,0,3,0,1,0,0
"909","1909",33,3,3,1,96,5,0,NA,4,0,NA,1,3,0,0,4,1,1,1,0
"910","1910",28,3,3,96,96,5,0,NA,8,0,NA,8,3,0,0,4,0,0,1,0
"911","1911",22,3,3,96,96,5,0,NA,8,0,NA,8,3,0,0,4,1,1,1,0
"912","1912",18,2,4,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"913","1913",46,3,3,1,37,5,1,34,3,1,123,1,3,0,0,4,1,1,1,1
"914","1914",37,3,3,1,37,5,3,25,2,3,996,1,3,0,0,3,1,1,1,0
"915","1915",21,2,3,1,37,5,0,NA,8,0,NA,1,3,0,0,4,0,0,0,0
"916","1916",36,2,5,1,2,4,1,27,2,1,10,1,3,NA,1,1,0,1,1,0
"917","1917",25,3,3,1,13,4,0,NA,2,0,NA,8,3,1,0,4,0,1,0,0
"918","1918",24,2,5,1,13,3,2,20,2,2,21,1,3,NA,1,1,0,0,0,0
"919","1919",31,3,3,1,1,3,2,24,5,2,7,1,3,NA,1,1,0,1,0,0
"920","1920",49,3,2,1,1,5,3,20,2,3,11,1,3,0,0,4,0,1,1,0
"921","1921",22,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,1,0
"922","1922",30,3,3,1,1,5,1,25,2,1,4,1,3,NA,1,1,0,1,0,0
"923","1923",37,3,3,1,1,5,2,25,3,2,NA,1,3,1,0,4,1,1,1,1
"924","1924",30,2,5,1,1,5,2,18,2,2,996,1,3,NA,1,1,0,0,0,0
"925","1925",38,3,3,1,1,5,0,NA,8,0,NA,1,3,NA,9,2,0,1,1,0
"926","1926",38,3,1,1,1,5,2,27,4,2,4,1,3,NA,1,1,0,0,1,0
"927","1927",42,3,3,1,1,5,4,24,2,4,6,1,3,NA,6,1,1,1,1,0
"928","1928",27,2,5,1,1,3,4,18,2,4,996,1,3,NA,1,1,0,1,0,0
"929","1929",41,2,5,2,1,1,5,24,3,3,13,0,3,1,0,3,1,1,1,0
"930","1930",17,2,1,2,1,1,0,NA,8,0,NA,8,0,0,0,4,0,0,0,0
"931","1931",47,3,1,1,5,4,1,32,2,1,996,1,3,0,0,4,0,1,0,0
"932","1932",15,2,3,1,5,4,0,NA,8,0,NA,8,0,0,0,4,0,1,0,0
"933","1933",24,3,3,1,1,5,0,NA,2,0,NA,0,3,0,0,3,1,0,1,0
"934","1934",21,3,2,1,1,5,0,NA,4,0,NA,0,3,0,0,3,0,1,0,0
"935","1935",30,2,5,1,1,5,1,21,2,1,5,0,3,0,0,4,1,1,1,1
"936","1936",24,3,3,1,1,5,1,17,2,1,NA,1,3,1,0,3,0,0,0,0
"937","1937",27,2,5,1,1,3,1,17,8,1,NA,8,3,0,0,4,0,1,1,0
"938","1938",49,3,0,1,1,5,3,22,5,3,3,1,3,NA,1,1,0,0,0,0
"939","1939",27,3,3,1,1,5,0,NA,5,0,NA,1,3,0,0,3,0,0,0,0
"940","1940",33,2,5,1,1,3,3,19,8,3,17,1,3,NA,1,1,0,1,1,1
"941","1941",41,2,5,1,1,4,4,26,2,4,3,1,3,NA,11,1,1,1,0,0
"942","1942",35,3,3,1,1,5,0,NA,4,0,NA,1,3,0,0,4,0,0,0,0
"943","1943",37,3,3,1,1,5,0,NA,4,0,NA,1,3,0,0,4,0,1,0,0
"944","1944",22,3,0,1,1,5,0,NA,4,0,NA,0,3,0,0,4,0,0,0,0
"945","1945",47,3,3,1,1,5,3,27,2,3,11,1,3,NA,8,2,1,1,1,0
"946","1946",19,3,1,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,1,1,0
"947","1947",18,3,0,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"948","1948",16,2,3,1,1,5,0,NA,4,0,NA,8,3,0,0,4,1,1,0,0
"949","1949",33,2,5,1,1,3,3,27,5,3,14,1,3,1,0,4,1,1,0,0
"950","1950",30,2,5,1,1,4,1,20,2,1,0,1,3,NA,1,1,0,0,0,0
"951","1951",21,3,3,1,5,4,0,NA,2,0,NA,8,3,0,0,4,1,1,1,1
"952","1952",24,3,3,1,5,4,0,NA,4,0,NA,0,3,0,0,3,0,0,0,0
"953","1953",19,2,5,1,5,4,0,NA,8,0,NA,8,3,0,0,4,1,1,1,1
"954","1954",26,3,3,1,1,5,0,NA,2,0,NA,0,3,1,0,3,1,1,1,0
"955","1955",15,2,4,2,1,5,0,NA,8,0,NA,0,3,0,0,3,0,1,0,1
"956","1956",20,3,3,1,1,4,0,NA,3,0,NA,8,3,0,0,3,0,0,1,0
"957","1957",23,3,3,1,1,5,0,NA,3,0,NA,1,3,0,0,3,0,1,0,0
"958","1958",21,3,2,1,1,5,0,NA,4,0,NA,1,3,0,0,4,1,1,1,1
"959","1959",24,3,3,1,1,5,1,24,2,1,0,1,3,NA,13,1,0,1,0,1
"960","1960",20,3,3,3,1,4,0,NA,8,0,NA,1,3,NA,8,2,1,1,1,0
"961","1961",28,3,3,1,1,4,0,NA,2,0,NA,1,3,1,0,3,1,0,0,0
"962","1962",26,3,3,1,1,5,0,NA,3,0,NA,1,3,0,0,3,0,1,0,1
"963","1963",35,3,3,1,13,5,2,24,2,2,3,1,3,NA,1,1,1,1,1,0
"964","1964",48,3,3,1,2,5,2,25,5,2,38,1,3,0,0,4,1,1,0,0
"965","1965",19,3,2,1,1,4,0,NA,8,0,NA,1,3,0,0,3,0,1,0,1
"966","1966",18,3,1,1,1,4,0,NA,3,0,NA,1,3,0,0,3,1,1,0,0
"967","1967",37,3,3,1,1,5,0,NA,3,0,NA,1,3,0,0,4,0,0,0,0
"968","1968",25,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"969","1969",23,3,3,1,1,5,0,NA,2,0,NA,0,3,0,0,3,0,0,0,0
"970","1970",30,3,2,1,1,4,4,22,3,3,16,0,3,0,0,3,0,0,0,0
"971","1971",29,3,2,96,1,5,3,21,8,3,996,0,3,NA,3,1,0,1,0,0
"972","1972",29,3,3,1,3,5,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"973","1973",19,2,5,1,3,5,0,NA,3,0,NA,8,3,0,0,4,0,0,0,0
"974","1974",17,2,5,1,3,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"975","1975",15,2,2,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"976","1976",24,3,3,1,1,5,0,NA,5,0,NA,0,3,0,0,4,0,1,0,0
"977","1977",21,3,4,1,1,5,0,NA,2,0,NA,8,3,0,0,4,0,0,0,0
"978","1978",44,2,4,1,3,5,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"979","1979",44,3,3,1,3,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"980","1980",39,2,5,1,3,5,0,NA,3,0,NA,1,3,0,0,4,0,0,0,0
"981","1981",31,3,3,1,1,4,3,24,2,3,5,1,3,NA,9,2,0,0,1,0
"982","1982",42,3,0,1,3,5,0,NA,3,0,NA,1,3,0,0,4,0,0,0,0
"983","1983",36,3,3,1,3,5,1,35,2,1,52,1,3,0,0,4,0,0,0,0
"984","1984",23,3,3,1,1,5,0,NA,8,0,NA,0,3,0,0,4,0,1,0,0
"985","1985",22,2,5,1,1,4,1,18,2,1,19,0,3,1,0,4,0,0,0,0
"986","1986",38,3,3,1,1,5,4,28,2,4,84,1,3,NA,6,1,0,1,0,0
"987","1987",47,3,3,1,1,5,1,29,3,1,9,1,3,NA,9,2,1,1,1,0
"988","1988",17,2,5,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"989","1989",33,3,3,1,1,5,3,21,2,3,17,0,3,NA,6,1,0,0,0,0
"990","1990",33,2,5,1,1,4,5,18,2,5,0,0,3,NA,9,2,0,1,0,0
"991","1991",33,3,3,1,1,5,1,27,2,1,17,0,3,NA,9,2,0,0,0,0
"992","1992",39,3,3,1,1,4,3,31,3,3,30,1,3,NA,9,2,0,0,0,0
"993","1993",34,3,3,1,1,5,3,27,3,3,3,1,3,NA,1,1,0,0,1,0
"994","1994",15,2,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,1,1,1,0
"995","1995",23,3,3,1,1,5,0,NA,2,0,NA,8,3,0,0,3,0,0,0,0
"996","1996",42,3,1,1,3,5,2,21,4,2,14,0,3,1,0,4,0,0,0,0
"997","1997",17,2,1,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,1,0,0
"998","1998",41,3,3,1,1,5,3,26,3,3,25,0,3,NA,8,2,0,1,0,0
"999","1999",19,3,2,1,1,4,0,NA,3,0,NA,8,3,0,0,4,0,0,0,0
"1000","2000",49,2,5,1,3,4,2,26,5,2,3,0,3,0,0,4,0,1,0,0
"1001","2001",25,2,5,1,1,4,2,21,2,2,15,0,3,NA,13,1,0,0,0,0
"1002","2002",23,2,5,1,1,4,0,NA,2,0,NA,8,3,0,0,4,0,0,0,0
"1003","2003",26,3,3,1,1,5,0,NA,2,0,NA,0,3,0,0,3,0,1,1,0
"1004","2004",33,3,3,1,1,4,0,NA,2,0,NA,8,3,0,0,4,0,0,0,0
"1005","2005",30,3,3,1,1,5,0,NA,3,0,NA,0,3,0,0,4,0,0,0,0
"1006","2006",28,3,3,1,1,5,2,21,2,2,4,0,3,0,0,3,0,1,1,0
"1007","2007",38,3,3,1,1,5,3,22,2,3,41,1,3,NA,13,1,0,1,0,0
"1008","2008",16,2,4,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"1009","2009",40,2,5,1,1,5,2,26,2,2,30,0,3,1,0,4,0,0,0,0
"1010","2010",31,3,0,1,1,5,1,19,3,1,9,1,3,1,0,4,0,0,0,0
"1011","2011",16,2,4,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1012","2012",32,3,3,1,1,4,0,NA,3,0,NA,1,3,0,0,4,0,0,0,0
"1013","2013",22,2,5,1,3,3,0,NA,2,0,NA,1,3,0,0,4,0,1,1,0
"1014","2014",19,2,5,1,3,4,0,NA,8,0,NA,0,3,0,0,3,1,1,0,0
"1015","2015",22,2,5,1,3,4,1,18,3,1,20,8,3,0,0,4,1,1,0,0
"1016","2016",39,3,2,1,5,5,1,22,8,1,0,0,3,NA,5,1,0,1,0,0
"1017","2017",15,2,3,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,1,0,0
"1018","2018",31,3,3,1,1,5,1,26,8,1,16,8,3,0,0,3,0,1,0,0
"1019","2019",25,2,5,3,1,3,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1020","2020",29,2,5,3,1,3,4,19,2,4,10,0,3,0,0,4,0,0,0,0
"1021","2021",33,3,0,1,1,3,2,21,2,2,8,0,3,1,0,3,0,1,0,0
"1022","2022",38,2,4,1,1,5,2,21,8,2,10,1,3,0,0,4,0,1,0,0
"1023","2023",27,3,3,1,1,4,3,17,2,3,45,1,3,NA,3,1,0,1,0,0
"1024","2024",27,3,3,1,1,5,1,23,3,1,18,0,3,1,0,3,0,1,0,0
"1025","2025",18,2,5,1,1,4,0,NA,2,0,NA,8,3,0,0,4,1,0,1,0
"1026","2026",32,2,5,1,4,4,1,22,3,1,91,0,3,NA,1,1,0,1,0,0
"1027","2027",47,2,5,1,4,4,0,NA,3,0,NA,0,3,0,0,4,0,1,0,0
"1028","2028",25,3,3,1,1,4,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"1029","2029",32,3,1,1,13,4,1,22,2,1,38,1,3,NA,5,1,0,0,0,0
"1030","2030",26,2,3,1,4,5,2,19,2,2,21,1,3,NA,6,1,0,1,1,0
"1031","2031",28,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1032","2032",25,3,3,1,1,5,0,NA,3,0,NA,8,3,0,0,4,0,0,1,0
"1033","2033",32,3,3,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"1034","2034",30,2,5,1,1,5,0,NA,5,0,NA,0,3,0,0,4,0,0,0,0
"1035","2035",24,2,5,1,1,5,1,21,8,1,7,8,3,0,0,4,0,1,0,0
"1036","2036",37,3,3,1,6,5,0,NA,3,0,NA,1,3,0,0,4,1,0,0,0
"1037","2037",25,3,3,1,6,5,0,NA,3,0,NA,1,3,0,0,3,0,1,1,0
"1038","2038",33,3,3,1,1,5,2,25,2,2,6,1,3,NA,9,2,0,0,0,0
"1039","2039",43,3,3,1,1,5,0,NA,8,0,NA,8,3,1,0,3,0,1,0,0
"1040","2040",41,3,1,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,1,1,0
"1041","2041",43,3,3,1,1,4,0,NA,4,0,NA,1,3,0,0,4,0,0,0,0
"1042","2042",17,2,5,1,1,4,0,NA,2,0,NA,8,3,0,0,4,0,0,0,0
"1043","2043",34,3,3,1,1,5,2,30,2,2,18,0,3,1,0,3,0,0,0,0
"1044","2044",32,2,5,1,5,3,1,30,3,1,35,0,3,NA,13,1,0,0,0,0
"1045","2045",28,2,5,1,3,3,1,21,2,1,28,1,3,0,0,4,0,0,0,0
"1046","2046",26,3,3,3,1,4,0,NA,2,0,NA,8,3,0,0,4,0,0,0,0
"1047","2047",28,3,3,3,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1048","2048",32,3,3,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1049","2049",29,3,3,1,1,4,2,24,2,2,8,0,3,1,0,3,0,0,0,0
"1050","2050",16,2,3,1,1,4,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"1051","2051",20,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"1052","2052",49,1,7,1,4,3,4,21,3,4,1,0,3,1,0,4,0,0,0,0
"1053","2053",22,3,2,1,4,3,0,NA,2,0,NA,8,3,0,0,4,0,0,0,0
"1054","2054",17,2,5,1,4,3,0,NA,3,0,NA,8,3,0,0,4,0,0,0,0
"1055","2055",30,3,1,1,1,5,2,20,2,2,14,1,3,0,0,4,0,0,0,0
"1056","2056",42,3,3,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"1057","2057",28,2,5,1,1,3,4,14,2,4,4,0,3,1,0,3,1,0,0,0
"1058","2058",39,3,3,1,1,5,2,27,2,2,9,8,3,NA,9,2,0,0,0,0
"1059","2059",32,3,3,1,1,4,0,NA,3,0,NA,1,3,0,0,4,0,0,0,0
"1060","2060",49,2,5,1,1,5,1,31,8,1,46,1,3,1,0,4,0,0,0,0
"1061","2061",17,2,5,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"1062","2062",45,2,5,6,3,4,3,29,2,3,25,0,3,NA,9,2,0,0,0,0
"1063","2063",15,2,1,6,3,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1064","2064",27,2,3,1,1,5,2,16,3,2,996,0,3,0,0,4,0,0,0,0
"1065","2065",22,3,1,1,1,3,0,NA,3,0,NA,0,3,NA,1,1,0,0,0,0
"1066","2066",42,3,1,1,1,4,3,25,8,3,4,1,3,1,0,4,0,0,0,0
"1067","2067",17,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"1068","2068",47,2,5,1,1,5,4,22,5,4,2,1,3,0,0,4,0,0,0,0
"1069","2069",24,3,1,1,1,5,1,19,3,1,NA,0,3,0,0,3,0,0,0,0
"1070","2070",28,3,2,1,1,4,1,25,8,1,5,0,3,NA,9,2,0,1,0,0
"1071","2071",20,2,2,1,3,4,2,17,3,2,22,0,3,NA,1,1,1,1,0,1
"1072","2072",25,3,0,1,1,4,1,23,3,1,26,1,3,NA,1,1,1,1,0,0
"1073","2073",34,3,3,1,5,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1074","2074",26,3,3,1,1,5,0,NA,3,0,NA,8,3,NA,1,1,0,1,1,0
"1075","2075",21,3,3,1,1,5,0,NA,3,0,NA,8,3,0,0,4,0,0,0,0
"1076","2076",20,3,3,1,1,5,0,NA,3,0,NA,0,3,0,0,4,0,0,0,0
"1077","2077",28,3,3,1,1,5,1,27,3,1,14,0,3,NA,13,1,0,1,1,0
"1078","2078",30,3,0,1,4,3,2,24,3,2,13,1,3,NA,9,2,0,1,0,0
"1079","2079",39,2,5,1,4,3,5,20,3,5,NA,1,3,0,0,3,0,0,0,0
"1080","2080",26,3,1,1,1,4,0,NA,8,0,NA,8,3,1,0,4,0,0,0,0
"1081","2081",26,2,2,1,37,4,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"1082","2082",47,3,0,1,1,4,4,24,3,4,9,0,3,NA,8,2,1,1,1,1
"1083","2083",22,3,1,1,1,4,0,NA,3,0,NA,0,3,0,0,4,1,1,1,1
"1084","2084",18,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1085","2085",44,2,5,1,5,4,4,20,2,4,21,0,3,1,0,4,0,1,0,0
"1086","2086",16,1,1,1,1,4,0,NA,8,0,NA,8,3,0,0,3,0,1,0,0
"1087","2087",43,3,3,1,3,4,2,26,3,2,26,1,3,NA,2,1,0,0,0,0
"1088","2088",20,2,5,1,1,3,0,NA,2,0,NA,0,3,1,0,3,0,1,0,0
"1089","2089",46,1,7,1,5,5,4,21,8,4,0,8,3,1,0,4,0,0,0,0
"1090","2090",23,3,3,1,1,5,1,21,2,1,7,0,3,NA,9,2,0,0,0,0
"1091","2091",47,1,1,1,1,4,2,19,2,2,12,1,3,0,0,4,0,0,0,0
"1092","2092",25,3,3,1,1,4,0,NA,8,0,NA,8,3,0,0,4,1,1,1,1
"1093","2093",35,3,1,1,1,4,4,22,3,4,26,8,3,NA,1,1,1,1,0,0
"1094","2094",28,2,5,1,37,4,2,21,2,2,9,0,3,NA,1,1,0,0,0,0
"1095","2095",20,2,3,1,1,3,1,18,2,1,48,1,3,NA,3,1,1,1,0,0
"1096","2096",42,2,5,1,1,5,2,21,2,2,30,0,3,NA,1,1,0,0,0,0
"1097","2097",21,3,1,1,1,5,0,NA,2,0,NA,0,3,0,0,4,0,1,0,0
"1098","2098",40,3,2,1,1,4,1,27,2,1,11,1,3,NA,1,1,0,0,0,0
"1099","2099",25,3,3,1,1,5,2,20,2,2,4,1,3,0,0,4,1,1,0,0
"1100","2100",32,3,0,1,1,4,0,NA,8,0,NA,0,3,0,0,3,0,1,1,0
"1101","2101",28,3,1,96,1,4,1,24,2,1,996,1,3,1,0,3,0,1,0,0
"1102","2102",27,2,5,1,1,4,0,NA,8,0,NA,0,3,0,0,3,0,1,0,0
"1103","2103",40,2,5,1,1,3,5,23,2,5,43,1,3,0,0,3,0,0,0,0
"1104","2104",16,2,3,1,1,3,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1105","2105",43,2,5,1,1,4,2,30,2,2,24,0,3,1,0,4,0,0,0,0
"1106","2106",47,2,5,1,1,5,3,26,8,3,65,8,3,0,0,4,0,1,0,0
"1107","2107",20,3,3,1,1,5,0,NA,8,0,NA,8,3,0,0,3,1,1,0,0
"1108","2108",27,3,3,1,1,4,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"1109","2109",36,3,2,1,1,4,1,23,5,1,117,0,3,0,0,4,1,1,1,0
"1110","2110",37,2,5,1,1,5,1,23,8,1,18,0,3,1,0,4,0,0,0,0
"1111","2111",17,3,0,1,1,2,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1112","2112",43,3,3,1,1,4,1,25,4,1,7,8,3,0,0,4,0,1,0,0
"1113","2113",17,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1114","2114",40,2,5,3,1,4,2,33,2,2,105,1,3,NA,6,1,0,1,1,1
"1115","2115",39,2,5,1,1,5,2,20,3,2,9,1,3,NA,9,2,1,1,0,1
"1116","2116",19,3,2,1,5,5,0,NA,2,0,NA,0,3,0,0,3,0,1,0,0
"1117","2117",34,2,5,1,5,5,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"1118","2118",43,2,5,1,1,4,4,18,2,4,12,0,3,1,0,4,1,1,1,0
"1119","2119",47,2,5,1,5,4,4,25,2,4,16,1,3,0,0,4,0,1,0,0
"1120","2120",18,2,5,1,1,4,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1121","2121",24,2,5,1,2,3,1,21,3,1,25,1,3,0,0,4,0,0,0,0
"1122","2122",23,3,3,1,2,3,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"1123","2123",36,3,3,1,1,4,1,31,2,1,6,1,3,0,0,4,0,0,0,0
"1124","2124",33,3,3,1,5,3,3,25,3,3,60,1,3,0,0,3,0,0,0,0
"1125","2125",37,3,3,1,5,3,2,28,2,2,54,1,3,0,0,4,0,0,0,0
"1126","2126",41,2,5,1,2,1,7,18,4,7,41,1,3,0,0,4,0,1,0,0
"1127","2127",19,2,4,1,1,1,1,19,8,1,9,8,3,NA,13,1,0,1,0,0
"1128","2128",38,2,5,1,5,2,1,22,2,1,10,1,3,0,0,4,1,0,1,0
"1129","2129",46,2,5,1,1,4,2,24,2,2,7,0,3,NA,9,2,0,1,0,0
"1130","2130",17,2,4,1,1,4,0,NA,8,0,NA,8,3,0,0,3,0,1,0,0
"1131","2131",15,2,3,1,96,4,0,NA,8,0,NA,8,3,0,0,3,0,1,0,0
"1132","2132",42,2,5,1,3,3,2,24,4,2,31,0,3,NA,2,1,0,1,0,0
"1133","2133",17,3,1,1,1,3,0,NA,4,0,NA,0,3,0,0,3,0,1,0,0
"1134","2134",41,3,3,1,1,5,2,33,2,2,20,0,3,NA,9,2,0,1,1,0
"1135","2135",22,2,5,1,4,5,0,NA,2,0,NA,0,3,0,0,4,0,0,0,0
"1136","2136",18,1,5,1,4,5,0,NA,4,0,NA,1,3,0,0,3,1,1,0,0
"1137","2137",35,2,5,1,4,5,0,NA,3,0,NA,0,3,1,0,4,0,1,0,0
"1138","2138",43,3,3,1,1,5,0,NA,2,0,NA,0,3,0,0,4,0,1,1,0
"1139","2139",44,2,3,1,1,5,3,30,3,3,16,0,3,NA,9,2,1,1,0,0
"1140","2140",26,3,7,1,1,5,0,NA,2,0,NA,0,3,0,0,4,0,1,1,0
"1141","2141",22,3,4,1,6,5,0,NA,3,0,NA,0,3,NA,5,1,0,0,0,0
"1142","2142",31,2,5,1,2,5,0,NA,3,0,NA,0,3,0,0,4,1,1,1,0
"1143","2143",19,2,5,1,2,5,0,NA,2,0,NA,1,3,0,0,3,0,0,0,0
"1144","2144",22,3,3,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,0,0,0
"1145","2145",21,2,5,1,3,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1146","2146",19,2,2,1,1,5,0,NA,8,0,NA,8,3,0,0,3,0,0,0,0
"1147","2147",17,2,1,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1148","2148",39,1,7,1,3,5,0,NA,3,0,NA,1,3,0,0,4,0,0,0,0
"1149","2149",27,2,5,2,96,5,1,24,4,1,9,1,3,NA,1,1,0,1,0,0
"1150","2150",18,2,5,1,96,5,0,NA,8,0,NA,8,3,0,0,3,1,1,1,1
"1151","2151",48,2,5,1,3,5,2,22,3,2,24,1,3,0,0,4,0,0,0,0
"1152","2152",35,2,4,1,2,5,3,21,2,3,38,1,3,1,0,3,0,0,0,0
"1153","2153",35,2,3,1,96,5,0,NA,8,0,NA,8,3,0,0,4,0,0,0,0
"1154","2154",46,1,7,1,2,5,4,22,2,4,14,1,3,1,0,3,0,0,0,0
"1155","2155",29,2,5,1,13,5,5,19,5,3,12,1,3,NA,6,1,1,1,1,1
"1156","2156",47,2,5,1,5,5,4,25,2,3,20,0,3,0,0,4,1,1,1,0
"1157","2157",30,3,4,1,1,5,0,NA,2,0,NA,1,3,0,0,4,0,1,0,0
"1158","2158",22,3,3,1,1,5,0,NA,5,0,NA,1,3,0,0,4,0,1,0,0
"1159","2159",46,3,3,1,1,5,0,NA,4,0,NA,8,3,0,0,4,0,1,1,0
"1160","2160",19,2,4,1,13,5,0,NA,8,0,NA,8,0,0,0,4,0,1,0,0
"1161","2161",17,2,2,1,13,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"1162","2162",32,3,3,1,1,5,0,NA,3,0,NA,0,3,0,0,4,0,1,0,0
"1163","2163",16,2,3,1,1,5,0,NA,8,0,NA,8,3,0,0,4,0,1,0,0
"1164","2164",31,1,7,1,4,5,1,26,2,1,14,1,3,0,0,4,0,0,0,0
"1165","2165",24,2,5,1,5,5,1,18,2,1,20,1,3,NA,9,2,0,1,0,0
"1166","2166",41,3,0,1,4,5,1,25,5,1,14,8,3,NA,1,1,0,1,0,0
"1167","2167",24,2,5,1,4,4,0,NA,2,0,NA,8,3,0,0,3,0,1,1,0
"1168","2168",31,2,5,1,1,4,0,NA,2,0,NA,1,3,0,0,3,0,1,0,0
"1169","2169",29,2,5,1,1,4,0,NA,2,0,NA,1,3,0,0,3,0,1,0,0
"1170","2170",33,2,5,1,5,4,1,29,1,1,17,1,3,0,0,4,0,1,0,0
"1171","2171",32,3,3,1,1,4,1,32,2,1,30,1,3,0,0,4,0,1,0,0
